sample.ID
DRS087519
DRS087520
DRS087521
DRS087522
DRS087523
DRS087524
DRS087525
DRS087526
DRS087527
DRS087528
DRS087529
DRS087530
DRS087531
DRS087532
DRS087533
DRS087534
DRS087535
DRS087536
DRS087537
DRS087538
DRS087539
DRS087540
DRS087541
DRS087542
DRS087543
DRS087544
DRS087545
DRS087546
DRS087547
DRS087548
DRS087549
DRS087550
DRS087551
DRS087552
DRS087553
DRS087554
DRS087555
DRS087556
DRS087557
DRS087558
DRS087559
DRS087560
DRS087561
DRS087562
DRS087563
DRS087564
DRS087565
DRS087566
DRS087567
DRS087568
DRS087569
DRS087570
DRS087571
DRS087572
DRS087573
DRS087574
DRS087575
DRS087576
DRS087577
DRS087578
DRS087579
DRS087580
DRS087581
DRS087582
DRS087583
DRS087584
DRS087585
DRS087586
DRS087587
DRS087588
DRS087589
DRS087590
DRS087591
DRS087592
DRS087593
DRS087594
DRS087595
DRS087596
DRS087597
DRS087598
DRS091121
DRS091122
DRS091123
DRS091124
DRS091125
DRS091126
DRS091127
DRS091128
DRS091129
DRS091130
DRS091131
DRS091132
DRS091133
DRS091134
DRS091135
DRS091136
DRS091137
DRS091138
DRS091139
DRS091140
DRS091141
DRS091142
DRS091143
DRS091144
DRS091145
DRS091146
DRS091147
DRS091148
DRS091149
DRS091150
DRS091151
DRS091152
DRS091153
DRS091154
DRS091155
DRS091156
DRS091157
DRS091158
DRS091159
DRS091160
DRS091161
DRS091162
DRS091163
DRS091164
DRS091165
DRS091166
DRS091167
DRS091168
DRS091169
DRS091170
DRS091171
DRS091172
DRS091173
DRS091174
DRS091175
DRS091176
DRS091177
DRS091178
DRS091179
DRS091180
DRS091181
DRS091182
DRS091183
DRS091184
DRS091185
DRS091186
DRS091187
DRS091188
DRS091189
DRS091190
DRS091191
DRS091192
DRS091193
DRS091194
DRS091195
DRS091196
DRS091197
DRS091198
DRS091199
DRS091200
DRS091201
DRS091202
DRS091203
DRS091204
DRS091205
DRS091206
DRS091207
DRS091208
DRS091209
DRS091210
DRS091211
DRS091212
DRS091213
DRS091214
DRS091215
DRS091216
DRS091217
DRS091218
DRS091219
DRS091220
DRS091221
DRS091222
DRS091223
DRS091224
DRS091225
DRS091226
DRS091227
DRS091228
DRS091229
DRS091230
DRS091231
DRS091232
DRS091233
DRS091234
DRS091235
DRS091236
DRS091237
DRS091238
DRS091239
DRS091240
DRS091241
DRS091242
DRS091243
DRS091244
DRS091245
DRS091246
DRS091247
DRS091248
DRS091249
DRS091250
DRS091251
DRS091252
DRS091253
DRS091254
DRS091255
DRS091256
DRS091257
DRS091258
DRS091259
DRS091260
DRS091261
DRS091262
DRS091263
DRS091264
DRS091265
DRS091266
DRS091267
DRS091268
DRS091269
DRS091270
DRS091271
DRS091272
DRS091273
DRS091274
DRS091275
DRS091276
DRS091277
DRS091278
DRS091279
DRS091280
DRS091281
DRS091282
DRS091283
DRS091284
DRS091285
DRS091286
DRS091287
DRS091288
DRS091289
DRS091290
DRS091291
DRS091292
DRS091293
DRS091294
DRS091295
DRS091296
DRS091297
DRS091298
DRS091299
DRS091300
DRS091301
DRS091302
DRS091303
DRS091304
DRS091305
DRS091306
DRS091307
DRS091308
DRS091309
DRS091310
DRS091311
DRS091312
DRS091313
DRS091314
DRS091315
DRS091316
DRS091317
DRS091318
DRS091319
DRS091320
DRS091321
DRS091322
DRS091323
DRS091324
DRS091325
DRS091326
DRS091327
DRS091328
DRS091329
DRS091330
DRS091331
DRS091332
DRS091333
DRS091334
DRS091335
DRS091336
DRS091337
DRS091338
DRS091339
DRS091340
DRS091341
DRS091342
DRS091343
DRS091344
DRS091345
DRS091346
DRS091347
DRS091348
DRS091349
DRS091350
DRS091351
DRS091352
DRS091353
DRS091354
DRS091355
DRS091356
DRS091357
DRS091358
DRS091359
DRS091360
DRS091361
DRS091362
DRS091363
DRS091364
DRS091365
DRS091366
DRS091367
DRS091368
DRS091369
DRS091370
DRS091371
DRS091372
DRS091373
DRS091374
DRS091375
DRS091376
DRS091377
DRS091378
DRS091379
DRS091380
DRS091381
DRS091382
DRS091383
DRS091384
DRS091385
DRS090823
DRS090824
DRS090825
DRS090826
DRS090827
DRS090828
DRS090829
DRS090830
DRS090831
DRS090832
DRS090833
DRS090834
DRS090835
DRS090836
DRS090837
DRS090838
DRS090839
DRS090840
DRS090841
DRS090842
DRS090843
DRS090844
DRS090845
DRS090846
DRS090847
DRS090848
DRS090849
DRS090850
DRS090851
DRS090852
DRS090853
DRS090854
DRS090855
DRS090856
DRS090857
DRS090858
DRS090859
DRS090860
DRS090861
DRS090862
DRS090863
DRS090864
DRS090865
DRS090866
DRS090867
DRS090868
DRS090869
DRS090870
DRS090871
DRS090872
DRS090873
DRS090874
DRS090875
DRS090876
DRS090877
DRS090878
DRS090879
DRS090880
DRS090881
DRS090882
DRS090883
DRS090884
DRS090885
DRS090886
DRS090887
DRS090888
DRS090889
DRS090890
DRS090891
DRS090892
DRS090893
DRS090894
DRS090895
DRS090896
DRS090897
DRS090898
DRS090899
DRS090900
DRS090901
DRS090902
DRS090903
DRS090904
DRS090905
DRS090906
DRS090907
DRS090908
DRS090909
DRS090910
DRS090911
DRS090912
DRS090913
DRS090914
DRS090915
DRS090916
DRS090917
DRS090918
DRS090919
DRS090920
DRS090921
DRS090922
DRS090923
DRS090924
DRS090925
DRS090926
DRS090927
DRS090928
DRS090929
DRS090930
DRS090931
DRS090932
DRS090933
DRS090934
DRS090935
DRS090936
DRS090937
DRS090938
DRS090939
DRS090940
DRS090941
DRS090942
DRS090943
DRS090944
DRS090945
DRS090946
DRS090947
DRS090948
DRS090949
DRS090950
DRS090951
DRS090952
DRS090953
DRS090954
DRS090955
DRS090956
DRS090957
DRS090958
DRS090959
DRS090960
DRS090961
DRS090962
DRS090963
DRS090964
DRS090965
DRS090966
DRS090967
DRS090968
DRS090969
DRS090970
DRS090971
DRS090972
DRS090973
DRS090974
DRS090975
DRS090976
DRS090977
DRS090978
DRS090979
DRS090980
DRS090981
DRS090982
DRS090983
DRS090984
DRS090985
DRS090986
DRS090987
DRS090988
DRS090989
DRS090990
DRS090991
DRS090992
DRS090993
DRS090994
DRS090995
DRS090996
DRS090997
DRS090998
DRS090999
DRS091000
DRS091001
DRS091002
DRS091003
DRS091004
DRS091005
DRS091006
DRS091007
DRS091008
DRS091009
DRS091010
DRS091011
DRS091012
DRS091013
DRS091014
DRS091015
DRS091016
DRS091017
DRS091018
DRS091019
DRS091020
DRS091021
DRS091022
DRS091023
DRS091024
DRS091025
DRS091026
DRS091027
DRS091028
DRS091029
DRS091030
DRS091031
DRS091032
DRS091033
DRS091034
DRS091035
DRS091036
DRS091037
DRS091038
DRS091039
DRS091040
DRS091041
DRS091042
DRS091043
DRS091044
DRS091045
DRS091046
DRS091047
DRS091048
DRS091049
DRS091050
DRS091051
DRS091052
DRS091053
DRS091054
DRS091055
DRS091056
DRS091057
DRS091058
DRS091059
DRS091060
DRS091061
DRS091062
DRS091063
DRS091064
DRS091065
DRS091066
DRS091067
DRS091068
DRS091069
DRS091070
DRS091071
DRS091072
DRS091073
DRS091074
DRS091075
DRS091076
DRS091077
DRS091078
DRS091079
DRS091080
DRS091081
DRS091082
DRS091083
DRS091084
DRS091085
DRS091086
DRS091087
DRS091088
DRS091089
DRS091090
DRS091091
DRS091092
DRS091093
DRS091094
DRS091095
DRS091096
DRS091097
DRS091098
DRS091099
DRS091100
DRS091101
DRS091102
DRS091103
